none_0.pdb, -1.5711920261383057
none_1.pdb, -4.263134002685547
none_2.pdb, -1.2796434164047241
acetylate_0.pdb, -0.9361135363578796
acetylate_1.pdb, -2.9590091705322266
acetylate_2.pdb, -2.2111880779266357
phenolate_0.pdb, -3.053252696990967
phenolate_1.pdb, -3.1986212730407715
phenolate_2.pdb, -2.358613967895508
amidate_0.pdb, -1.1256752014160156
amidate_1.pdb, -3.6286895275115967
amidate_2.pdb, -2.422267198562622
phosphorylate_0.pdb, -4.384246826171875
phosphorylate_1.pdb, -3.708852767944336
phosphorylate_2.pdb, -1.965726613998413
carboxylate_0.pdb, -1.6170662641525269
carboxylate_1.pdb, -2.8880720138549805
carboxylate_2.pdb, -2.9586050510406494